社会主义,5480
资本主义,2513
资产阶级,2217
无产阶级,1643
帝国主义,1478
国民经济,1182
生产资料,943
另一方面,814
共产主义,800
人民群众,650
经济效益,634
工人阶级,627
劳动人民,605
生产关系,585
知识分子,582
二氧化碳,533
商品经济,532
阶级斗争,516
统治阶级,487
自然科学,482
精神文明,476
也就是说,470
组成部分,431
封建社会,414
少数民族,400
工业生产,394
相互作用,380
这就是说,378
三中全会,375
工作人员,370
共产党员,349
固定资产,348
基本建设,345
经济体制,344
由此可见,334
按劳分配,327
经济基础,323
现实主义,318
唯心主义,310
剥削阶级,308
唯物主义,297
绝大多数,289
生活方式,288
社会制度,284
国民收入,270
上层建筑,266
日常生活,263
各种各样,263
社会关系,258
浪漫主义,253
调查研究,250
人民法院,249
中共中央,246
光合作用,245
实事求是,245
地主阶级,242
民主革命,242
中华民族,240
抗日战争,239
无论如何,234
商品生产,233
发达国家,230
主管部门,228
与此同时,225
怎么回事,221
多种多样,219
封建主义,219
价值规律,216
商品流通,216
一般说来,215
乡镇企业,213
社会科学,212
生产方式,210
意识形态,204
改革开放,203
技术改造,201
技术人员,200
全面发展,200
爱因斯坦,198
国家机关,198
长期以来,197
形而上学,197
阶级社会,196
人民政府,196
修正主义,196
统一战线,196
物理学家,195
社会实践,195
流动资金,194
绝大部分,193
生产能力,192
剩余价值,190
化学反应,189
不好意思,188
马列主义,187
半殖民地,186
不可避免,184
有所不同,184
集体农庄,182
物质文明,178
平方公里,175
自然资源,175
代表大会,171
心理学家,170
集体经济,167
许许多多,167
贫下中农,167
形象思维,163
生活资料,163
澳大利亚,163
教育事业,159
生产工具,158
爱国主义,156
新陈代谢,156
使用价值,155
艰苦奋斗,155
千方百计,155
伊斯兰教,153
客观世界,152
经济规律,151
神经系统,150
国营企业,150
原始社会,150
农村经济,150
经济危机,149
一般来说,149
个体经济,146
技术革命,146
计划经济,146
农副产品,145
莫名其妙,144
化学性质,144
南斯拉夫,143
无可奈何,143
自然环境,141
十月革命,136
这样一来,136
不知不觉,135
主要矛盾,135
人民公社,134
一九七九,133
奴隶社会,133
自力更生,133
领导班子,130
换句话说,130
自言自语,130
对外开放,130
四化建设,129
人民日报,128
报告文学,128
高等学校,128
公安机关,126
全心全意,126
经济核算,126
生态系统,125
氢氧化钠,124
文艺复兴,123
党委书记,123
不正之风,122
民主主义,122
高等教育,122
计划生育,121
封建制度,121
大大小小,121
对外贸易,121
必不可少,119
经济制度,119
成千上万,118
因地制宜,118
量子力学,118
国民政府,116
民主政治,114
人造卫星,114
必要条件,114
不可分割,112
逻辑思维,112
文化教育,112
哺乳动物,112
土地改革,111
共产党人,111
罗马尼亚,110
政治制度,110
解放战争,109
一氧化碳,109
一九七八,109
太平天国,109
哈哈大笑,108
辛亥革命,107
平均主义,107
也可以说,106
直升飞机,106
少年儿童,106
工作会议,106
经验教训,106
官僚主义,105
归根到底,104
联邦德国,104
实用主义,104
独立自主,103
二氧化硫,101
公私合营,101
条件反射,101
方针政策,100
综上所述,100
规章制度,98
清清楚楚,98
劳动模范,98
形形色色,98
手工业者,97
环境污染,97
社会形态,97
生态平衡,96
理性认识,96
语言学家,96
体力劳动,96
民主党派,96
西伯利亚,96
社会风气,95
工人运动,94
如前所述,94
错综复杂,94
化学工业,94
刑事责任,93
各式各样,93
集成电路,93
天文学家,92
环境保护,92
青藏高原,92
抗美援朝,91
毛细血管,90
费尔巴哈,90
大脑皮层,90
脑力劳动,90
群众路线,89
综合利用,89
成吉思汗,89
理论研究,89
情不自禁,89
右派分子,88
农民起义,88
消费基金,88
人道主义,88
事业单位,88
私有财产,88
风俗习惯,87
产业革命,87
政治委员,87
自然规律,86
世界大战,86
武装力量,86
宗教信仰,86
丰富多彩,85
受教育者,85
代表人物,85
千千万万,85
工农联盟,83
抽象思维,83
弗洛伊德,83
四面八方,83
集体主义,83
供不应求,83
毫无疑问,82
或多或少,82
一九四九,82
引人注目,81
不仅如此,81
总的说来,81
各行各业,81
五年计划,81
体育活动,81
社会团体,81
社会分工,80
一九五二,80
兴致勃勃,80
罗马帝国,80
有期徒刑,80
刑事诉讼,79
机会主义,78
形式主义,78
无线电波,78
公共汽车,78
通货膨胀,78
思想体系,78
司法机关,78
技术革新,77
无能为力,77
小心翼翼,76
社会活动,76
技术装备,76
第三世界,76
自古以来,76
化学元素,75
个人主义,75
积极分子,75
不可忽视,75
当家作主,75
一九八二,74
聚精会神,74
一动不动,74
传统观念,74
精神状态,74
不以为然,74
内心世界,74
坚定不移,74
感性认识,73
应运而生,73
一九八三,73
不由自主,73
爬行动物,73
兴高采烈,73
大吃一惊,73
群众运动,73
轰轰烈烈,73
自然灾害,72
一百五十,72
经济杠杆,72
行政机关,72
古今中外,72
干干净净,72
人际关系,71
基本粒子,71
老老实实,71
除此之外,71
好不容易,71
不可思议,71
化学变化,71
经济作物,71
价格体系,71
工业革命,71
自负盈亏,70
家庭教育,70
总工程师,70
相辅相成,70
北洋军阀,70
宏观经济,70
儿童文学,69
一九八一,69
英雄人物,69
托尔斯泰,68
经济信息,68
中华民国,68
改良主义,68
中央军委,68
大兴安岭,67
水土流失,67
不约而同,67
不慌不忙,67
一九八０,67
劳动强度,67
土地革命,67
流通领域,67
教条主义,67
国家预算,67
自然而然,66
莎士比亚,66
交通工具,66
一百二十,65
众所周知,65
恍然大悟,65
东南沿海,65
勤工俭学,64
安定团结,64
巴勒斯坦,64
鸦片战争,64
丰富多采,64
印第安人,64
生物学家,64
人民大众,63
喜出望外,63
十年动乱,63
截然不同,63
国营农场,63
前所未有,63
高高兴兴,63
一九五八,63
经济学家,62
一成不变,62
感觉器官,62
市场经济,62
从此以后,62
政治路线,62
投机倒把,62
科学管理,62
新闻记者,62
等价交换,62
基本路线,62
代表会议,61
脊椎动物,61
希尔伯特,61
绝对真理,61
一模一样,61
中枢神经,61
垄断资本,61
一九五一,60
非生产性,60
理所当然,60
思想意识,60
扎扎实实,60
总而言之,60
气喘吁吁,60
一九五三,60
中央政府,59
金属元素,59
知识青年,59
血红蛋白,59
信贷资金,59
唯物史观,59
势力范围,59
混为一谈,59
一年四季,59
阿拉伯人,59
绿色植物,59
经济合同,58
实实在在,58
对立统一,58
系统工程,58
航天飞机,58
长篇小说,58
保加利亚,58
孙子兵法,58
中央集权,58
他老人家,57
国计民生,57
本职工作,57
宇宙飞船,57
北京大学,57
急急忙忙,57
一九五七,57
解放思想,57
共青团员,56
恰恰相反,56
集市贸易,56
整整齐齐,56
政治体制,56
拉丁美洲,56
千变万化,56
植树造林,56
国家机器,56
野生动物,56
五四运动,56
海洋生物,55
劳动条件,55
农民运动,55
乌鲁木齐,55
一九八四,55
分子结构,55
男女老少,55
突如其来,55
聪明才智,55
津津有味,55
剩余产品,55
农民战争,55
久而久之,55
物理化学,55
基层干部,54
古典主义,54
基本矛盾,54
市场体系,54
全神贯注,54
想方设法,54
霸权主义,54
一天到晚,54
西双版纳,54
断断续续,54
婚姻自由,53
工业经济,53
短篇小说,53
多种经营,53
这么回事,53
巴基斯坦,53
商品市场,53
显而易见,53
心力衰竭,53
拨乱反正,53
宗教改革,53
私营经济,53
义务教育,53
一九五四,52
异口同声,52
由此可知,52
百花齐放,52
文化遗产,52
可想而知,52
农业机械,52
社会学家,52
漫不经心,52
主观主义,52
微量元素,52
血液循环,52
五光十色,52
巴尔扎克,52
相对湿度,52
目瞪口呆,52
眼花缭乱,51
五颜六色,51
不顾一切,51
黄金时代,51
千差万别,51
争先恐后,51
民事诉讼,51
自然选择,51
小农经济,51
热带雨林,51
随时随地,51
有色金属,51
教学计划,51
